id,gold_label,orig_prob,swap_prob,delta,abs_delta
1211085818447581184_twitter,offensive,0.998503,0.998503,0.0,0.0
21547229_gab,offensive,0.957254,0.957254,0.0,0.0
24225614_gab,hate_speech,0.994082,0.994082,0.0,0.0
17828964_gab,hate_speech,0.990907,0.990907,0.0,0.0
1252052990690643968_twitter,normal,0.214304,0.214304,0.0,0.0
1179027116936974337_twitter,normal,0.011112,0.011112,0.0,0.0
26964751_gab,hate_speech,0.995802,0.995802,0.0,0.0
5125277_gab,hate_speech,0.991152,0.991152,0.0,0.0
24367358_gab,hate_speech,0.008246,0.008246,0.0,0.0
1190261367518978051_twitter,normal,0.003242,0.003242,0.0,0.0
1169467702802563073_twitter,offensive,0.944972,0.944972,0.0,0.0
1143200722990714880_twitter,normal,0.001603,0.001603,0.0,0.0
1178190727987118080_twitter,normal,0.001245,0.001328,-8.3e-05,8.3e-05
13640701_gab,normal,0.003342,0.003431,-8.9e-05,8.9e-05
7500341_gab,offensive,0.5125,0.5125,0.0,0.0
1174514620704415745_twitter,normal,0.007638,0.007638,0.0,0.0
25054107_gab,offensive,0.94035,0.94035,0.0,0.0
15087539_gab,hate_speech,0.988524,0.988524,0.0,0.0
1186738559002337282_twitter,offensive,0.991766,0.991766,0.0,0.0
1220558318470684672_twitter,offensive,0.988129,0.988129,0.0,0.0
1178938601230475265_twitter,hate_speech,0.993536,0.993536,0.0,0.0
1178955261177933824_twitter,normal,0.005628,0.005628,0.0,0.0
13912847_gab,hate_speech,0.464871,0.464871,0.0,0.0
1187745116464832515_twitter,normal,0.088268,0.088268,0.0,0.0
1196677971244933120_twitter,normal,0.021197,0.021197,0.0,0.0
23069299_gab,hate_speech,0.02617,0.02617,0.0,0.0
12121445_gab,normal,0.012939,0.012939,0.0,0.0
16921321_gab,hate_speech,0.997868,0.997868,0.0,0.0
6469234_gab,offensive,0.001237,0.0013,-6.3e-05,6.3e-05
12812177_gab,hate_speech,0.994865,0.994865,0.0,0.0
1167917262520471552_twitter,offensive,0.985587,0.985587,0.0,0.0
20632309_gab,hate_speech,0.993171,0.993171,0.0,0.0
24461256_gab,hate_speech,0.02107,0.020726,0.000344,0.000344
16288097_gab,hate_speech,0.994954,0.994954,0.0,0.0
9000541_gab,offensive,0.468406,0.468406,0.0,0.0
1178932262848647168_twitter,normal,0.00411,0.005578,-0.001468,0.001468
13651130_gab,hate_speech,0.603823,0.603823,0.0,0.0
